tipo_producto,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,score_latente,exito,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta
fisico,tienda_de_conveniencia,91.19,48.85,42.34,46.43,1,65,65,media,52.34,1,8,Me encanta este producto,0.5,68.5,1
digital,web_saas,196.75,96.86,99.89,50.77,4,53,89,media,51.02,1,7,Me identifico con la marca,0.5,59.5,0
servicio,hibrido,162.84,94.38,68.46,42.04,3,14,41,media,25.64,0,6,No me convence del todo,-0.5,41.5,0
fisico,ecommerce,109.03,51.49,57.54,52.77,8,60,38,media,36.24,0,3,No me convence del todo,-0.5,18.5,0
servicio,hibrido,310.3,184.74,125.56,40.46,6,28,63,alta,18.84,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
digital,web_saas,215.25,136.88,78.37,36.41,5,78,20,media,32.91,0,4,No me sentí identificado,-0.5,23.5,0
servicio,online,194.48,124.83,69.65,35.81,9,78,97,baja,44.91,1,8,Me identifico con la marca,0.5,70.5,1
fisico,super,73.17,29.96,43.21,59.05,7,48,62,media,45.28,1,8,La experiencia fue muy positiva,0.5,68.5,1
digital,web_saas,164.59,75.75,88.84,53.98,7,84,68,media,45.89,1,8,La experiencia fue muy positiva,0.5,66.5,1
digital,marketplace,146.98,84.43,62.55,42.56,7,47,43,alta,36.54,0,5,No me sentí identificado,-0.5,30.5,0
fisico,tienda_de_conveniencia,60.98,24.83,36.15,59.28,7,39,67,media,38.27,0,3,Probablemente no lo volvería a usar,0.0,26.0,0
fisico,ecommerce,57.9,32.23,25.67,44.34,5,68,50,baja,46.98,1,9,La experiencia fue muy positiva,0.5,75.5,1
digital,app_store,128.15,83.32,44.83,34.98,10,26,23,alta,22.08,0,3,No me convence del todo,-0.5,16.5,0
servicio,hibrido,202.55,134.14,68.41,33.77,8,30,89,baja,23.54,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
digital,app_store,151.98,63.64,88.34,58.13,3,80,81,baja,48.13,1,7,Me encanta este producto,0.5,59.5,0
digital,app_store,175.32,108.79,66.53,37.95,6,24,32,baja,26.25,0,3,No me convence del todo,-0.5,16.5,0
fisico,ecommerce,92.33,52.79,39.54,42.82,7,85,62,alta,50.36,1,8,Lo volvería a elegir,0.5,68.5,1
servicio,hibrido,255.72,122.66,133.06,52.03,4,44,52,baja,31.02,0,5,No me sentí identificado,-0.5,34.5,0
digital,app_store,155.46,75.13,80.33,51.67,4,100,78,media,48.59,1,8,Se siente muy bien usarlo,0.5,66.5,1
servicio,online,144.03,63.18,80.85,56.13,10,89,85,media,61.72,1,9,Me identifico con la marca,0.5,77.5,1
fisico,super,45.26,29.57,15.69,34.67,1,49,91,media,52.2,1,10,Me encanta este producto,0.5,82.5,1
servicio,online,215.35,137.72,77.63,36.05,7,82,65,alta,36.34,0,5,No me sentí identificado,-0.5,34.5,0
servicio,online,233.18,160.52,72.66,31.16,6,16,54,media,24.98,0,6,No me sentí identificado,-0.5,41.5,0
digital,marketplace,140.67,66.95,73.72,52.41,3,51,70,alta,51.22,1,10,Se siente muy bien usarlo,0.5,80.5,1
digital,web_saas,134.0,82.18,51.82,38.67,1,54,79,media,54.39,1,10,Me encanta este producto,0.5,80.5,1
fisico,super,107.36,73.23,34.13,31.79,7,51,32,alta,31.57,0,3,No me convence del todo,-0.5,18.5,0
fisico,super,72.12,42.45,29.67,41.14,1,96,63,media,60.17,1,9,Me identifico con la marca,0.5,75.5,1
digital,marketplace,144.12,68.21,75.91,52.67,4,14,73,alta,33.8,0,4,No me sentí identificado,-0.5,23.5,0
digital,app_store,80.59,54.84,25.75,31.95,2,43,61,media,54.12,1,10,Me identifico con la marca,0.5,80.5,1
fisico,retail,113.16,70.65,42.51,37.57,4,62,63,alta,51.07,1,8,Se siente muy bien usarlo,0.5,68.5,1
servicio,presencial,291.45,186.4,105.05,36.04,3,65,31,media,15.43,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
fisico,tienda_de_conveniencia,97.48,54.75,42.73,43.83,9,14,54,media,23.34,0,4,No me sentí identificado,-0.5,25.5,0
fisico,super,70.22,33.22,37.0,52.69,4,44,37,alta,44.6,1,7,Lo volvería a elegir,0.5,61.5,1
servicio,online,20.0,10.0,10.0,50.0,2,36,40,alta,46.75,1,7,Me encanta este producto,0.5,63.5,1
digital,web_saas,179.47,91.11,88.36,49.23,2,84,52,baja,50.3,1,10,Me encanta este producto,0.5,80.5,1
digital,marketplace,100.38,61.67,38.71,38.56,1,76,83,media,53.23,1,7,Se siente muy bien usarlo,0.5,59.5,0
digital,marketplace,210.16,135.29,74.87,35.63,6,11,52,media,15.39,0,4,No me sentí identificado,-0.5,23.5,0
servicio,presencial,188.51,98.35,90.16,47.83,2,54,62,alta,41.66,1,9,Se siente muy bien usarlo,0.5,77.5,1
servicio,hibrido,211.61,124.48,87.13,41.17,8,51,50,alta,24.62,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
servicio,presencial,253.33,137.48,115.85,45.73,9,96,24,media,24.14,0,5,La experiencia no fue lo que esperaba,-0.5,34.5,0
digital,marketplace,105.79,42.86,62.93,59.49,10,31,65,alta,40.18,0,3,No me sentí identificado,-0.5,16.5,0
fisico,tienda_de_conveniencia,85.26,57.19,28.07,32.92,7,69,92,alta,53.85,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,online,202.05,139.37,62.68,31.02,10,68,81,baja,32.6,0,5,No me convence del todo,-0.5,34.5,0
servicio,hibrido,129.12,68.79,60.33,46.72,8,96,29,baja,38.36,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
fisico,super,60.7,32.57,28.13,46.34,10,40,31,alta,42.62,1,9,Se siente muy bien usarlo,0.5,75.5,1
servicio,presencial,255.58,159.3,96.28,37.67,1,11,74,baja,25.16,0,2,No me sentí identificado,-0.5,13.5,0
servicio,presencial,282.1,141.02,141.08,50.01,4,11,46,media,11.01,0,3,No me sentí identificado,-0.5,20.5,0
digital,app_store,174.76,89.25,85.51,48.93,2,17,78,baja,39.34,0,2,No me sentí identificado,-0.5,9.5,0
fisico,tienda_de_conveniencia,62.01,25.78,36.23,58.43,6,17,44,baja,43.44,1,7,Se siente muy bien usarlo,0.5,61.5,1
servicio,presencial,171.24,78.81,92.43,53.98,8,41,26,media,23.57,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
digital,marketplace,127.47,56.62,70.85,55.58,5,22,58,baja,34.77,0,3,No conecté con este producto,-0.5,16.5,0
digital,app_store,172.51,116.52,55.99,32.46,8,14,82,media,26.11,0,5,No me convence del todo,-0.5,30.5,0
fisico,retail,66.4,28.38,38.02,57.26,1,46,80,baja,58.06,1,8,Se siente muy bien usarlo,0.5,68.5,1
digital,marketplace,168.3,78.86,89.44,53.14,4,46,66,alta,41.05,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
fisico,ecommerce,99.05,45.13,53.92,54.44,5,66,51,media,50.52,1,9,La experiencia fue muy positiva,0.5,75.5,1
fisico,ecommerce,89.37,45.86,43.51,48.69,8,69,68,media,53.4,1,9,La experiencia fue muy positiva,0.5,75.5,1
digital,app_store,119.43,56.88,62.55,52.37,1,46,90,media,49.29,1,10,Se siente muy bien usarlo,0.5,80.5,1
digital,marketplace,146.05,81.34,64.71,44.31,3,19,83,media,30.99,0,2,No me convence del todo,-0.5,9.5,0
digital,app_store,165.76,97.7,68.06,41.06,4,41,86,alta,40.16,0,4,Probablemente no lo volvería a usar,0.0,31.0,0
servicio,presencial,345.4,166.38,179.02,51.83,9,73,55,alta,14.87,0,4,No me sentí identificado,-0.5,27.5,0
digital,marketplace,157.86,65.1,92.76,58.76,5,29,42,media,30.1,0,5,No me convence del todo,-0.5,30.5,0
digital,marketplace,152.38,105.61,46.77,30.69,4,26,98,media,39.76,0,2,Probablemente no lo volvería a usar,0.0,17.0,0
servicio,hibrido,281.22,170.06,111.16,39.53,7,43,76,media,18.89,0,2,No me sentí identificado,-0.5,13.5,0
fisico,super,122.83,53.22,69.61,56.67,8,29,61,baja,38.42,0,1,Probablemente no lo volvería a usar,0.0,12.0,0
fisico,super,114.66,79.43,35.23,30.73,7,86,66,alta,52.82,1,8,Me identifico con la marca,0.5,68.5,1
servicio,online,74.17,38.64,35.53,47.9,8,100,76,baja,59.47,1,10,La experiencia fue muy positiva,0.5,84.5,1
servicio,presencial,215.48,144.13,71.35,33.11,3,65,95,media,38.06,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
servicio,online,212.34,129.74,82.6,38.9,10,91,31,media,28.3,0,5,No me sentí identificado,-0.5,34.5,0
digital,marketplace,133.65,56.79,76.86,57.51,5,87,65,media,53.02,1,8,Me encanta este producto,0.5,66.5,1
servicio,hibrido,119.23,69.34,49.89,41.84,10,64,78,media,37.83,0,3,Probablemente no lo volvería a usar,0.0,28.0,0
digital,app_store,138.02,73.62,64.4,46.66,5,58,62,media,51.2,1,9,Me identifico con la marca,0.5,73.5,1
fisico,ecommerce,106.31,46.46,59.85,56.3,4,10,63,alta,40.18,0,3,Probablemente no lo volvería a usar,0.0,26.0,0
digital,app_store,158.37,63.64,94.73,59.82,3,38,90,media,47.1,1,7,Se siente muy bien usarlo,0.5,59.5,0
fisico,retail,66.92,46.54,20.38,30.45,4,28,90,media,47.32,1,10,Me encanta este producto,0.5,82.5,1
digital,app_store,106.58,51.95,54.63,51.26,7,100,31,alta,49.0,1,10,Me encanta este producto,0.5,80.5,1
fisico,super,96.69,61.27,35.42,36.63,4,62,85,media,44.82,1,9,Se siente muy bien usarlo,0.5,75.5,1
digital,app_store,135.53,66.04,69.49,51.27,6,19,22,baja,17.32,0,4,No conecté con este producto,-0.5,23.5,0
servicio,online,270.64,166.61,104.03,38.44,9,52,60,alta,21.67,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
digital,marketplace,148.09,67.85,80.24,54.18,10,33,64,media,28.17,0,1,No conecté con este producto,-0.5,2.5,0
servicio,hibrido,128.71,55.76,72.95,56.68,3,92,23,alta,42.15,1,8,Me encanta este producto,0.5,70.5,1
fisico,ecommerce,92.99,57.76,35.23,37.89,3,65,34,media,43.5,1,7,Lo volvería a elegir,0.5,61.5,1
servicio,online,246.59,119.77,126.82,51.43,7,83,56,media,35.36,0,4,No me convence del todo,-0.5,27.5,0
fisico,super,70.76,45.16,25.6,36.18,8,97,58,baja,50.35,1,7,Me identifico con la marca,0.5,61.5,1
digital,web_saas,136.15,77.3,58.85,43.22,7,50,50,alta,38.51,0,6,No conecté con este producto,-0.5,37.5,0
fisico,tienda_de_conveniencia,100.75,50.47,50.28,49.91,6,51,63,media,47.19,1,8,Lo volvería a elegir,0.5,68.5,1
servicio,presencial,287.48,121.75,165.73,57.65,9,95,45,media,29.3,0,6,No conecté con este producto,-0.5,41.5,0
servicio,presencial,217.95,104.16,113.79,52.21,9,40,43,baja,30.16,0,6,No me convence del todo,-0.5,41.5,0
fisico,tienda_de_conveniencia,54.45,22.55,31.9,58.59,5,95,45,alta,58.92,1,8,Se siente muy bien usarlo,0.5,68.5,1
servicio,online,261.48,155.55,105.93,40.51,2,23,30,media,20.68,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
digital,app_store,142.46,67.24,75.22,52.8,10,66,35,alta,44.75,1,9,Me identifico con la marca,0.5,73.5,1
fisico,ecommerce,82.83,37.53,45.3,54.69,9,34,91,alta,47.53,1,8,Me encanta este producto,0.5,68.5,1
digital,app_store,125.36,63.07,62.29,49.69,10,78,47,media,40.29,0,2,No conecté con este producto,-0.5,9.5,0
digital,app_store,135.73,74.55,61.18,45.07,3,80,91,alta,60.17,1,8,Se siente muy bien usarlo,0.5,66.5,1
digital,marketplace,148.62,99.96,48.66,32.74,10,58,59,baja,29.96,0,6,No conecté con este producto,-0.5,37.5,0
digital,app_store,140.53,84.3,56.23,40.01,8,58,61,alta,31.14,0,4,No me sentí identificado,-0.5,23.5,0
servicio,hibrido,155.69,100.49,55.2,35.46,8,85,65,media,45.3,1,10,Me identifico con la marca,0.5,84.5,1
servicio,presencial,119.81,58.55,61.26,51.13,3,51,88,media,50.8,1,7,Lo volvería a elegir,0.5,63.5,1
digital,marketplace,130.53,60.36,70.17,53.76,4,31,38,alta,36.85,0,2,No me convence del todo,-0.5,9.5,0
servicio,presencial,121.06,75.43,45.63,37.69,3,95,53,alta,52.06,1,10,Me encanta este producto,0.5,84.5,1
digital,marketplace,57.91,30.76,27.15,46.88,10,58,28,alta,46.12,1,7,Se siente muy bien usarlo,0.5,59.5,0
servicio,online,107.04,65.17,41.87,39.12,2,16,38,baja,36.17,0,4,No me convence del todo,-0.5,27.5,0
digital,web_saas,224.31,90.94,133.37,59.46,9,60,94,alta,41.49,0,4,No me convence del todo,-0.5,23.5,0
servicio,hibrido,161.67,105.65,56.02,34.65,9,85,26,baja,25.78,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
digital,marketplace,44.12,21.18,22.94,51.99,4,67,96,baja,62.93,1,10,La experiencia fue muy positiva,0.5,80.5,1
digital,web_saas,123.53,68.69,54.84,44.39,8,50,50,media,37.87,0,4,No me sentí identificado,-0.5,23.5,0
digital,web_saas,74.35,47.08,27.27,36.68,1,96,43,media,56.57,1,7,La experiencia fue muy positiva,0.5,59.5,0
digital,web_saas,201.04,87.86,113.18,56.3,7,19,85,media,31.03,0,6,No conecté con este producto,-0.5,37.5,0
servicio,online,249.25,157.48,91.77,36.82,6,100,69,media,39.0,0,1,No conecté con este producto,-0.5,6.5,0
fisico,super,62.14,41.68,20.46,32.93,5,27,83,media,51.02,1,9,Me identifico con la marca,0.5,75.5,1
servicio,presencial,118.36,65.33,53.03,44.8,6,72,36,alta,38.44,0,3,No conecté con este producto,-0.5,20.5,0
servicio,presencial,256.49,142.25,114.24,44.54,8,68,41,media,27.9,0,4,No me sentí identificado,-0.5,27.5,0
fisico,super,87.88,53.83,34.05,38.75,2,81,55,media,52.84,1,9,Me encanta este producto,0.5,75.5,1
digital,app_store,49.36,32.6,16.76,33.95,9,55,39,alta,35.53,0,6,No me sentí identificado,-0.5,37.5,0
fisico,ecommerce,73.74,40.57,33.17,44.98,10,17,47,media,19.87,0,1,No me convence del todo,-0.5,4.5,0
servicio,online,150.57,63.4,87.17,57.89,4,46,87,media,42.14,1,8,La experiencia fue muy positiva,0.5,70.5,1
servicio,online,260.06,148.08,111.98,43.06,9,85,30,media,19.77,0,4,No conecté con este producto,-0.5,27.5,0
digital,web_saas,197.56,131.49,66.07,33.44,9,79,81,media,36.2,0,1,No conecté con este producto,-0.5,2.5,0
fisico,tienda_de_conveniencia,78.26,36.82,41.44,52.95,2,14,73,baja,43.99,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,super,97.44,40.49,56.95,58.45,9,63,91,media,43.75,1,10,Lo volvería a elegir,0.5,82.5,1
servicio,presencial,194.32,127.17,67.15,34.56,5,98,47,alta,43.06,1,10,Se siente muy bien usarlo,0.5,84.5,1
fisico,ecommerce,54.06,33.48,20.58,38.07,10,32,98,alta,37.18,0,2,No conecté con este producto,-0.5,11.5,0
servicio,hibrido,298.44,137.86,160.58,53.81,4,72,95,media,45.8,1,7,Me encanta este producto,0.5,63.5,1
digital,web_saas,164.24,67.26,96.98,59.05,5,54,99,baja,42.56,1,10,Me identifico con la marca,0.5,80.5,1
fisico,tienda_de_conveniencia,112.43,72.57,39.86,35.45,9,74,84,media,50.9,1,8,Me encanta este producto,0.5,68.5,1
digital,app_store,106.07,43.03,63.04,59.43,1,32,94,media,45.03,1,9,Se siente muy bien usarlo,0.5,73.5,1
digital,marketplace,155.38,81.08,74.3,47.82,5,23,62,media,33.78,0,3,Probablemente no lo volvería a usar,0.0,24.0,0
digital,marketplace,113.02,68.51,44.51,39.38,4,43,88,alta,42.1,1,8,Se siente muy bien usarlo,0.5,66.5,1
digital,app_store,88.83,58.8,30.03,33.81,6,36,74,media,39.22,0,3,No me convence del todo,-0.5,16.5,0
servicio,online,328.01,193.29,134.72,41.07,4,49,65,media,19.86,0,3,No me convence del todo,-0.5,20.5,0
fisico,tienda_de_conveniencia,81.07,40.8,40.27,49.67,4,62,66,alta,54.78,1,7,Me identifico con la marca,0.5,61.5,1
fisico,retail,123.51,61.39,62.12,50.3,5,30,49,alta,36.56,0,4,Probablemente no lo volvería a usar,0.0,33.0,0
digital,app_store,129.36,59.04,70.32,54.36,7,95,91,media,53.18,1,7,La experiencia fue muy positiva,0.5,59.5,0
fisico,ecommerce,95.14,47.6,47.54,49.97,4,41,75,alta,41.06,0,5,No conecté con este producto,-0.5,32.5,0
digital,web_saas,194.78,83.19,111.59,57.29,5,53,57,media,41.39,0,5,No me convence del todo,-0.5,30.5,0
fisico,tienda_de_conveniencia,86.97,60.5,26.47,30.44,2,71,23,media,36.43,0,5,No conecté con este producto,-0.5,32.5,0
digital,marketplace,179.36,112.18,67.18,37.46,7,63,43,media,38.46,0,5,No me convence del todo,-0.5,30.5,0
digital,marketplace,182.54,112.67,69.87,38.28,8,53,84,alta,37.98,0,3,La experiencia no fue lo que esperaba,-0.5,16.5,0
servicio,online,285.87,130.59,155.28,54.32,3,89,31,media,29.63,0,4,No conecté con este producto,-0.5,27.5,0
fisico,retail,102.15,45.61,56.54,55.35,5,58,52,baja,45.6,1,10,Me identifico con la marca,0.5,82.5,1
servicio,online,212.79,127.27,85.52,40.19,9,22,25,media,14.65,0,5,Probablemente no lo volvería a usar,0.0,42.0,0
servicio,online,238.29,137.4,100.89,42.34,8,77,75,alta,34.0,0,6,No me sentí identificado,-0.5,41.5,0
fisico,super,101.47,64.06,37.41,36.87,4,98,51,baja,49.37,1,10,Me encanta este producto,0.5,82.5,1
servicio,presencial,59.14,40.14,19.0,32.13,10,77,93,baja,46.93,1,8,Me identifico con la marca,0.5,70.5,1
digital,app_store,92.61,52.69,39.92,43.11,10,10,95,alta,34.52,0,2,Probablemente no lo volvería a usar,0.0,17.0,0
digital,web_saas,197.95,119.47,78.48,39.65,1,63,56,media,39.04,0,6,No me sentí identificado,-0.5,37.5,0
fisico,tienda_de_conveniencia,61.21,36.0,25.21,41.19,1,76,36,media,54.16,1,7,Me identifico con la marca,0.5,61.5,1
digital,marketplace,173.02,106.21,66.81,38.61,3,42,31,media,28.35,0,2,No conecté con este producto,-0.5,9.5,0
fisico,super,87.76,56.64,31.12,35.46,7,98,82,alta,58.44,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,hibrido,172.45,105.77,66.68,38.67,8,30,100,baja,37.08,0,6,No me sentí identificado,-0.5,41.5,0
digital,marketplace,138.62,80.27,58.35,42.09,2,82,20,alta,43.07,1,10,Me identifico con la marca,0.5,80.5,1
servicio,online,258.06,150.22,107.84,41.79,3,40,70,alta,30.3,0,4,No me convence del todo,-0.5,27.5,0
digital,marketplace,70.72,41.46,29.26,41.37,8,60,31,media,41.35,0,1,No conecté con este producto,-0.5,2.5,0
digital,app_store,126.6,77.4,49.2,38.86,8,23,42,media,26.59,0,6,No me sentí identificado,-0.5,37.5,0
fisico,ecommerce,60.51,39.02,21.49,35.51,4,95,82,alta,57.38,1,9,La experiencia fue muy positiva,0.5,75.5,1
fisico,ecommerce,117.0,48.47,68.53,58.57,7,75,42,alta,47.68,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,ecommerce,57.26,30.88,26.38,46.07,6,81,30,alta,52.79,1,10,Se siente muy bien usarlo,0.5,82.5,1
fisico,super,89.92,44.32,45.6,50.71,7,31,46,baja,40.97,0,3,No me sentí identificado,-0.5,18.5,0
servicio,online,207.53,100.43,107.1,51.61,1,29,44,baja,26.32,0,5,La experiencia no fue lo que esperaba,-0.5,34.5,0
fisico,retail,89.68,45.65,44.03,49.1,3,87,57,alta,60.35,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,presencial,190.7,77.03,113.67,59.61,5,33,29,baja,24.2,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
digital,app_store,127.77,71.19,56.58,44.28,10,72,90,media,48.15,1,8,Lo volvería a elegir,0.5,66.5,1
servicio,online,180.86,109.74,71.12,39.32,10,95,43,alta,38.47,0,2,No me convence del todo,-0.5,13.5,0
digital,web_saas,127.09,60.62,66.47,52.3,1,15,49,alta,34.37,0,3,No me convence del todo,-0.5,16.5,0
digital,web_saas,136.17,77.56,58.61,43.04,10,22,34,media,16.04,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
servicio,online,237.89,98.39,139.5,58.64,2,34,24,alta,17.43,0,2,No me convence del todo,-0.5,13.5,0
fisico,super,124.07,66.65,57.42,46.28,10,15,62,alta,27.47,0,5,Probablemente no lo volvería a usar,0.0,40.0,0
servicio,presencial,205.39,122.78,82.61,40.22,1,74,77,baja,51.9,1,8,Lo volvería a elegir,0.5,70.5,1
servicio,online,132.66,77.74,54.92,41.4,1,90,31,alta,45.43,1,10,La experiencia fue muy positiva,0.5,84.5,1
digital,marketplace,77.87,39.85,38.02,48.82,5,57,70,media,50.43,1,8,Me encanta este producto,0.5,66.5,1
digital,app_store,65.78,38.3,27.48,41.78,8,69,22,media,36.18,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
fisico,super,95.02,42.12,52.9,55.67,5,83,100,media,64.33,1,9,Me identifico con la marca,0.5,75.5,1
fisico,tienda_de_conveniencia,88.83,52.09,36.74,41.36,9,49,81,alta,42.97,1,7,Me identifico con la marca,0.5,61.5,1
fisico,tienda_de_conveniencia,93.82,43.44,50.38,53.7,4,36,54,media,45.22,1,7,Me encanta este producto,0.5,61.5,1
digital,app_store,151.34,88.23,63.11,41.7,10,28,58,alta,18.51,0,6,La experiencia no fue lo que esperaba,-0.5,37.5,0
fisico,retail,111.79,54.71,57.08,51.06,8,73,20,alta,34.07,0,5,No conecté con este producto,-0.5,32.5,0
servicio,hibrido,152.26,91.15,61.11,40.14,7,71,54,media,48.43,1,9,Me identifico con la marca,0.5,77.5,1
servicio,hibrido,200.4,97.34,103.06,51.43,6,25,91,media,37.56,0,1,No me sentí identificado,-0.5,6.5,0
fisico,ecommerce,81.91,49.22,32.69,39.91,5,84,90,baja,65.47,1,8,Me identifico con la marca,0.5,68.5,1
fisico,super,80.33,37.81,42.52,52.93,4,61,33,media,41.8,1,10,Me encanta este producto,0.5,82.5,1
servicio,hibrido,191.72,81.71,110.01,57.38,2,82,72,media,50.96,1,10,Lo volvería a elegir,0.5,84.5,1
fisico,retail,71.5,37.4,34.1,47.69,5,63,79,media,65.79,1,7,Me identifico con la marca,0.5,61.5,1
digital,marketplace,71.33,49.01,22.32,31.29,8,39,71,media,45.76,1,7,La experiencia fue muy positiva,0.5,59.5,0
digital,app_store,93.36,59.75,33.61,36.0,6,86,74,media,54.16,1,7,Me identifico con la marca,0.5,59.5,0
servicio,online,208.7,96.49,112.21,53.77,1,32,81,media,35.15,0,6,La experiencia no fue lo que esperaba,-0.5,41.5,0
digital,web_saas,91.16,58.06,33.1,36.31,8,12,76,baja,41.76,1,10,Me identifico con la marca,0.5,80.5,1
digital,marketplace,171.9,74.15,97.75,56.86,2,48,58,alta,39.64,0,1,No me sentí identificado,-0.5,2.5,0
digital,web_saas,138.33,62.92,75.41,54.51,1,52,31,baja,39.34,0,6,No me sentí identificado,-0.5,37.5,0
digital,web_saas,108.93,48.8,60.13,55.2,3,68,90,alta,64.78,1,9,Me identifico con la marca,0.5,73.5,1
fisico,ecommerce,110.24,76.69,33.55,30.43,8,14,74,alta,26.01,0,5,No me sentí identificado,-0.5,32.5,0
digital,app_store,191.29,131.69,59.6,31.16,10,87,84,media,48.06,1,7,Se siente muy bien usarlo,0.5,59.5,0
servicio,presencial,224.56,128.54,96.02,42.76,10,81,78,alta,40.09,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
fisico,tienda_de_conveniencia,32.37,18.4,13.97,43.16,3,42,53,media,46.17,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,online,358.91,190.21,168.7,47.0,10,45,56,alta,4.41,0,3,No me convence del todo,-0.5,20.5,0
digital,web_saas,82.66,55.64,27.02,32.69,5,30,84,media,47.81,1,8,Lo volvería a elegir,0.5,66.5,1
fisico,super,87.75,37.59,50.16,57.16,5,49,31,media,37.47,0,4,No conecté con este producto,-0.5,25.5,0
fisico,ecommerce,65.7,33.34,32.36,49.25,5,84,76,baja,62.37,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,tienda_de_conveniencia,71.9,41.84,30.06,41.81,3,51,87,media,48.24,1,8,Me encanta este producto,0.5,68.5,1
digital,app_store,223.07,150.0,73.07,32.76,1,97,55,media,38.16,0,3,No me convence del todo,-0.5,16.5,0
servicio,presencial,288.97,181.59,107.38,37.16,2,72,38,baja,24.14,0,5,No me convence del todo,-0.5,34.5,0
fisico,ecommerce,125.58,65.56,60.02,47.79,7,79,47,media,39.55,0,4,Probablemente no lo volvería a usar,0.0,33.0,0
servicio,hibrido,108.16,69.69,38.47,35.57,5,73,78,media,62.15,1,9,Me encanta este producto,0.5,77.5,1
servicio,presencial,187.75,107.67,80.08,42.65,1,35,33,baja,26.8,0,3,No me sentí identificado,-0.5,20.5,0
