marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,score_latente,exito
CrunchMax,cereal,marketplace,82.87,50.48,32.39,39.09,8,67,61,media,6,Nada extraordinario,0,47.0,0,2.48,0
FitMorning,cereal,retail,129.04,66.21,62.83,48.69,7,65,77,media,6,Es un cereal promedio,0,47.0,0,4.38,0
CrunchMax,cereal,marketplace,55.03,29.77,25.26,45.9,7,58,49,media,6,Nada extraordinario,0,47.0,0,-1.76,0
FitMorning,cereal,retail,133.0,74.01,58.99,44.35,6,67,61,media,6,Es un cereal promedio,0,47.0,0,8.65,0
KidsStar,cereal,retail,63.7,31.47,32.23,50.6,6,80,67,alta,9,Se siente de buena calidad,1,83.0,1,32.51,1
HoneyOats,cereal,marketplace,121.39,63.26,58.13,47.89,7,70,54,media,3,No conecté con la marca,-1,11.0,0,-10.69,0
ChocoBoom,cereal,retail,80.13,52.71,27.42,34.22,9,89,68,alta,6,Solo lo compraría en promoción,0,47.0,0,7.43,0
FitMorning,cereal,retail,139.65,78.86,60.79,43.53,7,54,56,media,6,Podría mejorar,0,47.0,0,1.03,0
KidsStar,cereal,marketplace,51.53,34.16,17.37,33.71,9,85,54,baja,8,Me gusta mucho esta marca,1,76.0,1,0.03,0
HoneyOats,cereal,retail,65.48,36.04,29.44,44.96,4,72,53,media,7,Podría mejorar,0,54.0,0,37.6,1
CornCrisp,cereal,retail,92.04,51.21,40.83,44.36,6,56,52,media,6,"Está bien, cumple",0,47.0,0,7.66,0
CornCrisp,cereal,retail,83.48,50.22,33.26,39.84,6,73,55,alta,7,Podría mejorar,0,54.0,0,20.3,1
CrunchMax,cereal,retail,70.86,43.71,27.15,38.31,6,60,41,baja,4,No me convence el producto,-1,18.0,0,2.77,0
CerealNova,cereal,marketplace,56.97,31.0,25.97,45.59,5,79,51,media,4,No conecté con la marca,-1,18.0,0,20.37,1
HoneyOats,cereal,marketplace,85.12,48.54,36.58,42.97,7,70,77,media,7,Es un cereal promedio,0,54.0,0,18.84,1
CrunchMax,cereal,retail,64.04,44.2,19.84,30.98,8,76,60,media,8,Me encanta el sabor y la textura,1,76.0,1,5.71,0
HoneyOats,cereal,retail,88.12,45.51,42.61,48.35,7,65,59,alta,6,Podría mejorar,0,47.0,0,17.09,1
CrunchMax,cereal,retail,80.19,45.5,34.69,43.26,8,70,58,media,7,Podría mejorar,0,54.0,0,5.32,0
FitMorning,cereal,retail,123.49,79.11,44.38,35.94,7,51,71,media,6,Es un cereal promedio,0,47.0,0,-6.54,0
CornCrisp,cereal,retail,86.08,54.52,31.56,36.66,5,75,53,media,6,Solo lo compraría en promoción,0,47.0,0,13.24,1
KidsStar,cereal,retail,44.33,26.48,17.85,40.27,8,85,68,media,7,Nada extraordinario,0,54.0,0,14.47,1
GoldenGrain,cereal,retail,51.79,31.49,20.3,39.2,7,93,66,media,8,Excelente relación calidad-precio,1,76.0,1,29.34,1
KidsStar,cereal,retail,86.79,47.8,38.99,44.92,10,56,75,baja,6,Podría mejorar,0,47.0,0,-3.01,0
HoneyOats,cereal,retail,89.47,48.8,40.67,45.46,7,72,49,alta,6,"Está bien, cumple",0,47.0,0,15.18,1
FiberPlus,cereal,retail,109.52,73.84,35.68,32.58,7,43,67,baja,5,Podría mejorar,0,40.0,0,-10.25,0
GoldenGrain,cereal,marketplace,139.87,85.83,54.04,38.64,7,51,78,media,9,Me gusta mucho esta marca,1,83.0,1,12.97,1
VitalMix,cereal,retail,96.29,64.79,31.5,32.71,9,72,74,media,8,Me identifico con esta marca,1,76.0,1,0.6,0
FitMorning,cereal,retail,168.95,82.93,86.02,50.91,6,41,69,media,5,Podría mejorar,0,40.0,0,7.8,0
KidsStar,cereal,retail,97.55,53.61,43.94,45.04,9,81,62,media,8,Me identifico con esta marca,1,76.0,1,7.48,0
ChocoBoom,cereal,marketplace,66.95,37.63,29.32,43.79,9,71,92,baja,7,Nada extraordinario,0,54.0,0,-6.8,0
CornCrisp,cereal,retail,64.43,30.86,33.57,52.1,8,81,91,alta,6,Podría mejorar,0,47.0,0,22.85,1
FitMorning,cereal,retail,117.93,65.28,52.65,44.65,8,73,49,baja,6,Nada extraordinario,0,47.0,0,-9.25,0
ChocoBoom,cereal,retail,112.94,56.6,56.34,49.88,6,59,51,media,7,Podría mejorar,0,54.0,0,7.07,0
VitalMix,cereal,marketplace,94.52,56.65,37.87,40.07,10,68,56,media,7,Podría mejorar,0,54.0,0,-9.49,0
VitalMix,cereal,marketplace,101.38,63.48,37.9,37.38,5,62,55,baja,4,No conecté con la marca,-1,18.0,0,2.92,0
GoldenGrain,cereal,marketplace,119.63,79.76,39.87,33.33,6,74,48,media,6,Nada extraordinario,0,47.0,0,13.81,1
CrunchMax,cereal,retail,69.44,36.13,33.31,47.97,7,70,41,media,6,Es un cereal promedio,0,47.0,0,11.9,1
KidsStar,cereal,retail,85.95,59.55,26.4,30.72,7,59,47,baja,7,Podría mejorar,0,54.0,0,3.6,0
GoldenGrain,cereal,retail,107.23,59.59,47.64,44.43,7,67,57,alta,5,"Está bien, cumple",0,40.0,0,3.45,0
KidsStar,cereal,marketplace,115.8,78.97,36.83,31.8,7,74,62,alta,5,Es un cereal promedio,0,40.0,0,17.47,1
ChocoBoom,cereal,retail,62.61,38.5,24.11,38.51,8,87,52,alta,7,Nada extraordinario,0,54.0,0,14.77,1
CerealNova,cereal,retail,55.43,32.26,23.17,41.8,5,70,56,baja,6,Es un cereal promedio,0,47.0,0,26.39,1
CerealNova,cereal,retail,90.67,53.36,37.31,41.15,5,72,48,alta,6,Solo lo compraría en promoción,0,47.0,0,20.85,1
ChocoBoom,cereal,retail,67.35,34.96,32.39,48.09,5,73,50,media,9,Me encanta el sabor y la textura,1,83.0,1,33.45,1
CrunchMax,cereal,marketplace,69.08,40.48,28.6,41.4,10,84,56,media,8,Me gusta mucho esta marca,1,76.0,1,2.82,0
KidsStar,cereal,marketplace,104.96,50.93,54.03,51.48,6,77,67,media,7,Nada extraordinario,0,54.0,0,32.64,1
KidsStar,cereal,marketplace,101.47,69.33,32.14,31.67,4,70,73,baja,7,Es un cereal promedio,0,54.0,0,20.21,1
CornCrisp,cereal,retail,77.15,53.16,23.99,31.1,8,58,62,baja,5,Solo lo compraría en promoción,0,40.0,0,-5.2,0
CerealNova,cereal,marketplace,124.37,76.59,47.78,38.42,6,59,56,media,5,Es un cereal promedio,0,40.0,0,1.04,0
KidsStar,cereal,retail,74.75,44.55,30.2,40.4,9,100,70,alta,7,"Está bien, cumple",0,54.0,0,14.32,1
ChocoBoom,cereal,marketplace,66.93,35.71,31.22,46.65,4,77,47,media,6,Nada extraordinario,0,47.0,0,30.65,1
CerealNova,cereal,marketplace,62.57,37.32,25.25,40.35,8,84,54,alta,6,Nada extraordinario,0,47.0,0,17.73,1
FiberPlus,cereal,marketplace,100.19,61.06,39.13,39.06,6,59,45,baja,6,Podría mejorar,0,47.0,0,6.62,0
VitalMix,cereal,retail,136.52,93.73,42.79,31.34,10,59,58,media,7,Nada extraordinario,0,54.0,0,-16.26,0
CornCrisp,cereal,retail,90.38,40.78,49.6,54.88,6,73,49,baja,4,No lo volvería a comprar,-1,18.0,0,10.11,0
ChocoBoom,cereal,marketplace,90.87,58.52,32.35,35.6,5,80,58,alta,8,Me identifico con esta marca,1,76.0,1,42.51,1
KidsStar,cereal,marketplace,94.43,60.37,34.06,36.07,6,69,58,media,5,Solo lo compraría en promoción,0,40.0,0,10.07,0
HoneyOats,cereal,retail,109.13,51.51,57.62,52.8,8,68,31,alta,5,Solo lo compraría en promoción,0,40.0,0,10.0,0
CrunchMax,cereal,retail,103.81,59.14,44.67,43.03,7,83,41,alta,3,No me convence el producto,-1,11.0,0,-1.79,0
FitMorning,cereal,marketplace,108.49,71.37,37.12,34.22,4,79,70,alta,5,"Está bien, cumple",0,40.0,0,31.2,1
FiberPlus,cereal,retail,104.34,53.27,51.07,48.95,9,68,71,alta,7,Nada extraordinario,0,54.0,0,-0.18,0
FiberPlus,cereal,marketplace,134.94,85.01,49.93,37.0,6,35,76,baja,6,Podría mejorar,0,47.0,0,3.16,0
KidsStar,cereal,retail,66.02,34.53,31.49,47.7,10,82,65,media,6,Nada extraordinario,0,47.0,0,2.56,0
CornCrisp,cereal,retail,66.78,44.58,22.2,33.24,8,94,55,media,6,Solo lo compraría en promoción,0,47.0,0,3.52,0
KidsStar,cereal,retail,73.38,37.68,35.7,48.65,10,98,41,alta,7,Solo lo compraría en promoción,0,54.0,0,-8.59,0
VitalMix,cereal,retail,123.51,68.17,55.34,44.81,7,47,69,baja,8,Me encanta el sabor y la textura,1,76.0,1,2.88,0
CerealNova,cereal,retail,64.48,39.33,25.15,39.0,7,78,72,media,7,Solo lo compraría en promoción,0,54.0,0,12.08,1
CerealNova,cereal,retail,88.01,47.47,40.54,46.06,9,83,54,media,5,"Está bien, cumple",0,40.0,0,-0.19,0
GoldenGrain,cereal,retail,108.48,71.59,36.89,34.01,5,60,62,media,5,Solo lo compraría en promoción,0,40.0,0,10.61,0
ChocoBoom,cereal,marketplace,65.21,41.63,23.58,36.16,10,91,60,media,8,Se siente de buena calidad,1,76.0,1,-2.1,0
GoldenGrain,cereal,marketplace,150.44,93.97,56.47,37.54,10,39,39,baja,4,No lo volvería a comprar,-1,18.0,0,-48.56,0
HoneyOats,cereal,marketplace,74.55,38.95,35.6,47.75,7,67,67,baja,7,Solo lo compraría en promoción,0,54.0,0,0.07,0
ChocoBoom,cereal,retail,99.92,66.72,33.2,33.23,7,66,54,baja,7,Es un cereal promedio,0,54.0,0,-5.81,0
CrunchMax,cereal,retail,93.12,57.07,36.05,38.71,9,70,46,media,7,Es un cereal promedio,0,54.0,0,3.14,0
VitalMix,cereal,retail,98.78,57.9,40.88,41.38,7,59,62,baja,6,"Está bien, cumple",0,47.0,0,8.4,0
HoneyOats,cereal,retail,67.97,36.49,31.48,46.31,5,56,32,baja,8,Me gusta mucho esta marca,1,76.0,1,14.29,1
CrunchMax,cereal,marketplace,67.24,32.68,34.56,51.4,7,74,68,media,9,Se siente de buena calidad,1,83.0,1,22.13,1
GoldenGrain,cereal,retail,122.2,69.81,52.39,42.87,5,61,49,media,7,"Está bien, cumple",0,54.0,0,10.91,1
CrunchMax,cereal,retail,62.52,43.73,18.79,30.05,8,65,48,baja,8,Me identifico con esta marca,1,76.0,1,-4.07,0
FiberPlus,cereal,marketplace,127.12,90.26,36.86,29.0,6,38,83,baja,9,Me gusta mucho esta marca,1,83.0,1,2.62,0
CrunchMax,cereal,retail,69.59,32.66,36.93,53.07,7,79,51,media,7,Podría mejorar,0,54.0,0,10.19,0
FitMorning,cereal,retail,125.18,83.12,42.06,33.6,8,49,74,media,7,Es un cereal promedio,0,54.0,0,-5.03,0
VitalMix,cereal,marketplace,151.97,93.71,58.26,38.34,6,61,70,alta,5,"Está bien, cumple",0,40.0,0,2.56,0
CerealNova,cereal,retail,93.32,59.89,33.43,35.82,7,78,56,alta,5,"Está bien, cumple",0,40.0,0,15.26,1
ChocoBoom,cereal,retail,105.13,62.03,43.1,41.0,6,72,58,media,7,Nada extraordinario,0,54.0,0,10.9,1
CornCrisp,cereal,marketplace,110.08,56.95,53.13,48.26,4,68,44,media,3,No conecté con la marca,-1,11.0,0,17.23,1
VitalMix,cereal,marketplace,117.35,58.98,58.37,49.74,8,62,64,media,6,Podría mejorar,0,47.0,0,6.41,0
VitalMix,cereal,marketplace,122.75,85.52,37.23,30.33,6,66,69,media,5,Es un cereal promedio,0,40.0,0,22.37,1
ChocoBoom,cereal,marketplace,74.6,36.24,38.36,51.42,5,92,75,media,9,Se siente de buena calidad,1,83.0,1,35.4,1
CrunchMax,cereal,marketplace,77.65,49.97,27.68,35.65,5,77,62,media,5,Nada extraordinario,0,40.0,0,24.79,1
FiberPlus,cereal,marketplace,114.53,79.35,35.18,30.72,8,56,52,media,7,Solo lo compraría en promoción,0,54.0,0,-16.41,0
HoneyOats,cereal,marketplace,91.95,59.64,32.31,35.14,6,53,34,baja,4,No me gustó el sabor,-1,18.0,0,-12.56,0
VitalMix,cereal,retail,138.48,80.12,58.36,42.14,7,73,69,alta,6,"Está bien, cumple",0,47.0,0,19.79,1
KidsStar,cereal,retail,89.86,53.53,36.33,40.43,6,78,64,media,7,Solo lo compraría en promoción,0,54.0,0,13.06,1
CornCrisp,cereal,retail,90.08,44.1,45.98,51.04,8,75,57,media,5,"Está bien, cumple",0,40.0,0,4.11,0
VitalMix,cereal,retail,129.72,76.12,53.6,41.32,7,62,47,media,5,Es un cereal promedio,0,40.0,0,-21.53,0
CornCrisp,cereal,marketplace,76.18,37.84,38.34,50.33,5,63,81,baja,6,Podría mejorar,0,47.0,0,25.33,1
FitMorning,cereal,retail,126.59,76.35,50.24,39.69,8,59,61,baja,6,Solo lo compraría en promoción,0,47.0,0,-11.63,0
FiberPlus,cereal,retail,106.83,51.71,55.12,51.6,5,73,56,media,6,Es un cereal promedio,0,47.0,0,18.05,1
CrunchMax,cereal,retail,94.12,62.64,31.48,33.45,6,68,67,alta,6,"Está bien, cumple",0,47.0,0,10.87,1
FitMorning,cereal,retail,131.48,84.29,47.19,35.89,6,71,60,alta,6,"Está bien, cumple",0,47.0,0,4.38,0
CrunchMax,cereal,marketplace,97.09,63.07,34.02,35.04,6,64,48,baja,8,Me encanta el sabor y la textura,1,76.0,1,16.94,1
CornCrisp,cereal,retail,72.93,43.93,29.0,39.76,5,72,63,alta,7,Podría mejorar,0,54.0,0,18.46,1
VitalMix,cereal,retail,72.34,46.63,25.71,35.54,7,77,68,media,7,Es un cereal promedio,0,54.0,0,19.68,1
KidsStar,cereal,retail,93.13,53.42,39.71,42.64,8,83,57,alta,8,Me identifico con esta marca,1,76.0,1,11.77,1
CrunchMax,cereal,marketplace,68.29,41.49,26.8,39.24,7,93,58,media,8,Se siente de buena calidad,1,76.0,1,26.75,1
ChocoBoom,cereal,marketplace,128.17,76.62,51.55,40.22,6,67,68,media,6,Podría mejorar,0,47.0,0,10.56,0
CerealNova,cereal,marketplace,109.46,66.38,43.08,39.36,6,55,63,media,8,Excelente relación calidad-precio,1,76.0,1,16.99,1
GoldenGrain,cereal,retail,85.48,42.8,42.68,49.93,8,74,67,media,5,"Está bien, cumple",0,40.0,0,15.95,1
HoneyOats,cereal,retail,69.18,32.84,36.34,52.53,8,78,37,media,7,"Está bien, cumple",0,54.0,0,9.01,0
HoneyOats,cereal,marketplace,92.16,57.2,34.96,37.93,7,55,57,baja,6,Nada extraordinario,0,47.0,0,-3.13,0
VitalMix,cereal,retail,141.85,93.81,48.04,33.87,7,50,51,baja,7,"Está bien, cumple",0,54.0,0,-13.09,0
CerealNova,cereal,retail,89.71,53.84,35.87,39.98,7,62,64,baja,5,Es un cereal promedio,0,40.0,0,0.44,0
FitMorning,cereal,retail,130.91,62.32,68.59,52.39,7,52,89,media,7,Nada extraordinario,0,54.0,0,5.43,0
FiberPlus,cereal,retail,100.62,53.13,47.49,47.2,6,65,68,alta,8,Me encanta el sabor y la textura,1,76.0,1,17.52,1
HoneyOats,cereal,retail,110.76,58.6,52.16,47.09,9,75,45,alta,5,Solo lo compraría en promoción,0,40.0,0,-1.23,0
FiberPlus,cereal,marketplace,107.6,75.24,32.36,30.07,6,77,48,media,6,"Está bien, cumple",0,47.0,0,10.86,1
FiberPlus,cereal,marketplace,131.18,88.09,43.09,32.85,8,58,79,media,6,Nada extraordinario,0,47.0,0,4.76,0
FitMorning,cereal,retail,111.82,56.76,55.06,49.24,7,49,69,baja,8,Me identifico con esta marca,1,76.0,1,7.09,0
HoneyOats,cereal,marketplace,94.5,59.7,34.8,36.83,6,69,52,media,6,Solo lo compraría en promoción,0,47.0,0,5.64,0
ChocoBoom,cereal,retail,86.17,57.66,28.51,33.09,9,55,41,baja,7,Es un cereal promedio,0,54.0,0,-12.68,0
VitalMix,cereal,retail,116.74,73.82,42.92,36.77,7,57,61,alta,5,Nada extraordinario,0,40.0,0,-3.99,0
ChocoBoom,cereal,retail,74.37,39.61,34.76,46.74,9,72,44,media,8,Me encanta el sabor y la textura,1,76.0,1,-10.52,0
CerealNova,cereal,retail,81.46,49.71,31.75,38.98,4,50,85,baja,7,Solo lo compraría en promoción,0,54.0,0,13.66,1
VitalMix,cereal,retail,103.72,57.04,46.68,45.01,7,55,73,media,6,Nada extraordinario,0,47.0,0,7.53,0
HoneyOats,cereal,marketplace,76.38,55.08,21.3,27.89,7,85,66,media,6,Es un cereal promedio,0,47.0,0,13.12,1
KidsStar,cereal,retail,94.9,50.67,44.23,46.61,8,74,39,alta,8,Se siente de buena calidad,1,76.0,1,2.26,0
GoldenGrain,cereal,retail,99.08,48.8,50.28,50.75,7,61,63,baja,6,Nada extraordinario,0,47.0,0,-3.5,0
KidsStar,cereal,retail,75.07,36.7,38.37,51.11,7,90,73,alta,9,Me gusta mucho esta marca,1,83.0,1,16.09,1
KidsStar,cereal,marketplace,51.53,27.95,23.58,45.76,6,87,44,baja,10,Me identifico con esta marca,1,90.0,1,24.16,1
FiberPlus,cereal,marketplace,76.09,36.83,39.26,51.6,8,54,61,baja,7,Es un cereal promedio,0,54.0,0,1.77,0
FitMorning,cereal,marketplace,84.45,46.56,37.89,44.87,7,75,66,media,8,Me identifico con esta marca,1,76.0,1,16.87,1
CornCrisp,cereal,marketplace,82.9,44.62,38.28,46.18,6,94,54,alta,7,Es un cereal promedio,0,54.0,0,27.25,1
KidsStar,cereal,marketplace,89.68,51.67,38.01,42.38,6,88,42,alta,8,Me encanta el sabor y la textura,1,76.0,1,20.37,1
HoneyOats,cereal,retail,71.26,45.51,25.75,36.14,10,90,44,alta,7,Nada extraordinario,0,54.0,0,1.68,0
VitalMix,cereal,retail,101.71,47.18,54.53,53.61,7,85,81,media,7,Solo lo compraría en promoción,0,54.0,0,18.78,1
GoldenGrain,cereal,marketplace,117.81,62.68,55.13,46.8,10,64,59,media,7,Solo lo compraría en promoción,0,54.0,0,-11.9,0
CrunchMax,cereal,retail,110.18,66.76,43.42,39.41,8,59,54,media,6,"Está bien, cumple",0,47.0,0,-4.7,0
VitalMix,cereal,marketplace,132.39,70.57,61.82,46.7,5,59,67,media,6,Podría mejorar,0,47.0,0,1.74,0
CornCrisp,cereal,marketplace,83.69,48.78,34.91,41.71,5,61,59,media,8,Se siente de buena calidad,1,76.0,1,29.78,1
FitMorning,cereal,retail,106.98,50.42,56.56,52.87,5,56,48,media,5,Es un cereal promedio,0,40.0,0,8.06,0
ChocoBoom,cereal,marketplace,130.82,85.39,45.43,34.73,9,68,37,media,4,No lo volvería a comprar,-1,18.0,0,-9.57,0
FitMorning,cereal,retail,130.41,87.77,42.64,32.7,6,77,79,alta,6,Solo lo compraría en promoción,0,47.0,0,24.71,1
FiberPlus,cereal,retail,134.39,78.97,55.42,41.24,7,69,65,media,7,"Está bien, cumple",0,54.0,0,1.93,0
GoldenGrain,cereal,marketplace,107.98,58.81,49.17,45.54,9,82,63,alta,6,Podría mejorar,0,47.0,0,11.22,1
CrunchMax,cereal,retail,90.94,44.51,46.43,51.06,7,66,53,media,7,Es un cereal promedio,0,54.0,0,5.11,0
GoldenGrain,cereal,retail,112.19,57.96,54.23,48.34,9,64,35,media,5,Podría mejorar,0,40.0,0,-14.06,0
FitMorning,cereal,retail,103.95,65.7,38.25,36.8,10,72,73,media,6,Es un cereal promedio,0,47.0,0,-9.98,0
HoneyOats,cereal,marketplace,35.0,21.93,13.07,37.34,10,76,61,media,6,Solo lo compraría en promoción,0,47.0,0,1.21,0
HoneyOats,cereal,retail,56.95,37.36,19.59,34.4,10,89,29,alta,6,Solo lo compraría en promoción,0,47.0,0,-4.12,0
FitMorning,cereal,marketplace,130.31,67.93,62.38,47.87,9,57,78,media,5,Podría mejorar,0,40.0,0,-10.42,0
HoneyOats,cereal,retail,35.0,16.71,18.29,52.26,9,81,48,baja,6,Podría mejorar,0,47.0,0,-14.46,0
GoldenGrain,cereal,retail,124.21,82.35,41.86,33.7,7,57,42,baja,6,"Está bien, cumple",0,47.0,0,-14.06,0
CrunchMax,cereal,retail,71.26,47.85,23.41,32.85,10,75,52,alta,7,"Está bien, cumple",0,54.0,0,-8.02,0
KidsStar,cereal,retail,83.22,56.11,27.11,32.58,8,67,53,media,8,Se siente de buena calidad,1,76.0,1,9.51,0
VitalMix,cereal,marketplace,148.14,95.04,53.1,35.84,8,54,68,media,6,"Está bien, cumple",0,47.0,0,-7.66,0
ChocoBoom,cereal,retail,86.14,53.84,32.3,37.5,7,69,64,media,8,Excelente relación calidad-precio,1,76.0,1,17.82,1
HoneyOats,cereal,retail,87.75,58.73,29.02,33.07,7,58,64,baja,5,Es un cereal promedio,0,40.0,0,-4.82,0
CornCrisp,cereal,retail,65.48,35.3,30.18,46.09,7,86,57,media,5,Podría mejorar,0,40.0,0,15.34,1
CrunchMax,cereal,retail,80.53,39.07,41.46,51.48,8,75,56,media,6,Podría mejorar,0,47.0,0,4.62,0
VitalMix,cereal,retail,106.08,55.1,50.98,48.06,7,64,58,media,5,Solo lo compraría en promoción,0,40.0,0,12.72,1
VitalMix,cereal,marketplace,103.01,51.8,51.21,49.71,9,73,44,alta,6,Podría mejorar,0,47.0,0,5.15,0
FiberPlus,cereal,retail,105.54,73.67,31.87,30.2,9,66,66,media,7,Podría mejorar,0,54.0,0,-5.6,0
ChocoBoom,cereal,marketplace,88.29,57.61,30.68,34.75,7,77,47,media,5,Nada extraordinario,0,40.0,0,3.7,0
CrunchMax,cereal,marketplace,74.14,40.32,33.82,45.62,6,78,59,media,6,Nada extraordinario,0,47.0,0,17.93,1
CornCrisp,cereal,retail,65.04,37.19,27.85,42.82,8,86,60,media,5,Podría mejorar,0,40.0,0,17.17,1
VitalMix,cereal,marketplace,139.97,71.17,68.8,49.15,8,44,65,baja,6,Es un cereal promedio,0,47.0,0,-12.6,0
ChocoBoom,cereal,retail,88.69,52.37,36.32,40.95,9,88,59,media,9,Excelente relación calidad-precio,1,83.0,1,8.88,0
CerealNova,cereal,retail,61.62,39.86,21.76,35.31,6,70,72,media,7,Nada extraordinario,0,54.0,0,17.0,1
KidsStar,cereal,retail,110.75,63.34,47.41,42.81,5,81,66,alta,6,Nada extraordinario,0,47.0,0,32.87,1
KidsStar,cereal,retail,85.6,45.12,40.48,47.29,6,91,60,alta,7,"Está bien, cumple",0,54.0,0,28.34,1
FiberPlus,cereal,retail,126.09,66.86,59.23,46.97,10,68,54,media,6,Nada extraordinario,0,47.0,0,-22.8,0
CrunchMax,cereal,retail,106.19,49.11,57.08,53.75,8,42,45,baja,7,Podría mejorar,0,54.0,0,-1.92,0
HoneyOats,cereal,retail,73.05,36.32,36.73,50.28,10,71,50,alta,6,Solo lo compraría en promoción,0,47.0,0,-2.04,0
CerealNova,cereal,retail,50.88,27.59,23.29,45.77,8,74,39,media,7,Nada extraordinario,0,54.0,0,5.08,0
CrunchMax,cereal,marketplace,80.42,55.64,24.78,30.81,6,73,32,alta,7,Solo lo compraría en promoción,0,54.0,0,1.73,0
CerealNova,cereal,retail,97.21,60.53,36.68,37.73,4,69,47,alta,7,"Está bien, cumple",0,54.0,0,27.4,1
CornCrisp,cereal,retail,73.58,50.71,22.87,31.08,6,59,38,media,6,Es un cereal promedio,0,47.0,0,4.97,0
FitMorning,cereal,marketplace,120.85,80.94,39.91,33.02,6,50,32,baja,5,Nada extraordinario,0,40.0,0,-11.81,0
FiberPlus,cereal,retail,117.2,57.43,59.77,51.0,7,59,55,baja,6,"Está bien, cumple",0,47.0,0,3.37,0
CornCrisp,cereal,retail,100.43,57.17,43.26,43.07,7,64,63,alta,6,Es un cereal promedio,0,47.0,0,8.82,0
HoneyOats,cereal,retail,72.07,48.19,23.88,33.13,8,77,64,media,5,Es un cereal promedio,0,40.0,0,5.85,0
GoldenGrain,cereal,marketplace,120.64,60.65,59.99,49.73,10,71,43,alta,5,Nada extraordinario,0,40.0,0,-16.49,0
VitalMix,cereal,retail,103.17,63.53,39.64,38.42,6,58,63,baja,6,Podría mejorar,0,47.0,0,8.08,0
GoldenGrain,cereal,retail,108.9,70.64,38.26,35.13,6,77,39,media,6,Nada extraordinario,0,47.0,0,4.36,0
HoneyOats,cereal,retail,49.38,25.02,24.36,49.33,6,72,50,baja,4,Se me hizo caro,-1,18.0,0,11.89,1
CrunchMax,cereal,marketplace,93.41,55.9,37.51,40.16,7,74,52,alta,7,Podría mejorar,0,54.0,0,24.66,1
HoneyOats,cereal,marketplace,58.14,38.43,19.71,33.9,8,56,51,baja,6,Podría mejorar,0,47.0,0,0.01,0
VitalMix,cereal,marketplace,65.48,38.62,26.86,41.02,6,80,44,alta,6,Nada extraordinario,0,47.0,0,22.99,1
CerealNova,cereal,retail,82.26,46.17,36.09,43.87,7,67,70,baja,7,Solo lo compraría en promoción,0,54.0,0,10.94,1
ChocoBoom,cereal,retail,64.89,32.82,32.07,49.42,4,85,45,media,7,Solo lo compraría en promoción,0,54.0,0,32.52,1
CornCrisp,cereal,retail,73.76,49.71,24.05,32.61,10,74,46,media,6,Solo lo compraría en promoción,0,47.0,0,-20.5,0
HoneyOats,cereal,retail,64.16,30.91,33.25,51.82,8,74,39,media,6,Nada extraordinario,0,47.0,0,4.47,0
ChocoBoom,cereal,marketplace,74.4,43.37,31.03,41.71,8,72,36,alta,8,Me encanta el sabor y la textura,1,76.0,1,0.61,0
CerealNova,cereal,retail,99.6,67.79,31.81,31.94,10,62,62,baja,6,Nada extraordinario,0,47.0,0,-12.61,0
KidsStar,cereal,marketplace,56.62,39.86,16.76,29.6,5,68,57,baja,7,Solo lo compraría en promoción,0,54.0,0,15.25,1
CrunchMax,cereal,retail,101.79,51.85,49.94,49.06,7,66,70,media,6,Nada extraordinario,0,47.0,0,22.0,1
HoneyOats,cereal,retail,95.48,58.86,36.62,38.35,9,56,48,baja,7,Podría mejorar,0,54.0,0,-9.76,0
HoneyOats,cereal,retail,64.67,40.15,24.52,37.92,5,67,56,baja,4,No me convence el producto,-1,18.0,0,6.17,0
FiberPlus,cereal,marketplace,88.67,59.29,29.38,33.13,7,67,62,baja,6,Solo lo compraría en promoción,0,47.0,0,-4.04,0
CrunchMax,cereal,retail,102.04,52.06,49.98,48.98,7,63,49,media,7,Nada extraordinario,0,54.0,0,2.86,0
CrunchMax,cereal,retail,74.16,47.41,26.75,36.07,5,64,48,baja,9,Me identifico con esta marca,1,83.0,1,22.09,1
FiberPlus,cereal,retail,114.49,68.21,46.28,40.42,9,69,77,media,8,Excelente relación calidad-precio,1,76.0,1,6.05,0
CerealNova,cereal,retail,70.97,32.14,38.83,54.71,7,66,55,alta,6,Nada extraordinario,0,47.0,0,11.01,1
GoldenGrain,cereal,marketplace,119.98,85.03,34.95,29.13,6,47,54,media,6,Podría mejorar,0,47.0,0,3.98,0
FitMorning,cereal,retail,107.86,73.17,34.69,32.16,8,63,93,baja,7,Nada extraordinario,0,54.0,0,-2.1,0
KidsStar,cereal,marketplace,52.56,27.39,25.17,47.89,8,84,51,media,7,Podría mejorar,0,54.0,0,22.78,1
GoldenGrain,cereal,marketplace,80.94,49.91,31.03,38.34,8,74,60,media,7,Nada extraordinario,0,54.0,0,2.67,0
GoldenGrain,cereal,retail,116.92,70.61,46.31,39.61,7,55,41,media,5,Nada extraordinario,0,40.0,0,-0.78,0
CornCrisp,cereal,retail,75.72,47.51,28.21,37.26,6,86,64,alta,8,Me identifico con esta marca,1,76.0,1,28.46,1
CornCrisp,cereal,retail,81.93,41.04,40.89,49.91,9,73,64,media,7,"Está bien, cumple",0,54.0,0,-0.64,0
FiberPlus,cereal,retail,131.18,86.32,44.86,34.2,10,63,75,baja,7,Podría mejorar,0,54.0,0,-17.22,0
